fold_id,train_size,test_size,accuracy,f1_binary,precision_binary,recall_binary,f1_macro,cohen_kappa
0,1500,63,0.5873015873015873,0.74,0.5873015873015873,1.0,0.37,0.0
1,1521,63,0.42857142857142855,0.6,0.42857142857142855,1.0,0.3,0.0
2,1542,63,0.4126984126984127,0.44776119402985076,0.35714285714285715,0.6,0.4103212749810271,-0.0990099009900991
3,1563,63,0.20634920634920634,0.34210526315789475,0.20634920634920634,1.0,0.17105263157894737,0.0
4,1584,63,0.49206349206349204,0.6521739130434783,0.4838709677419355,1.0,0.3554987212276215,0.028901734104046173
5,1605,63,0.47619047619047616,0.6451612903225806,0.47619047619047616,1.0,0.3225806451612903,0.0
6,1626,63,0.5555555555555556,0.7142857142857143,0.5555555555555556,1.0,0.35714285714285715,0.0
7,1647,63,0.3492063492063492,0.2807017543859649,0.2857142857142857,0.27586206896551724,0.34324942791762014,-0.31316725978647697
8,1668,63,0.3333333333333333,0.4878048780487805,0.43478260869565216,0.5555555555555556,0.26662971175166295,-0.4271844660194173
9,1689,63,0.5079365079365079,0.5507246376811594,0.5277777777777778,0.5757575757575758,0.5034324942791761,0.0091324200913242
10,1710,63,0.6349206349206349,0.6101694915254238,0.4864864864864865,0.8181818181818182,0.6334429547179358,0.3063666826232647
11,1731,63,0.42857142857142855,0.5,0.33962264150943394,0.9473684210526315,0.41666666666666663,0.1007137192704205
12,1752,63,0.30158730158730157,0.4634146341463415,0.30158730158730157,1.0,0.23170731707317074,0.0
13,1773,63,0.47619047619047616,0.23255813953488372,0.18518518518518517,0.3125,0.4174838890445503,-0.12682926829268304
14,1794,63,0.09523809523809523,0.17391304347826086,0.09523809523809523,1.0,0.08695652173913043,0.0
15,1815,63,0.20634920634920634,0.34210526315789475,0.20634920634920634,1.0,0.17105263157894737,0.0
16,1836,63,0.5873015873015873,0.0,0.0,0.0,0.37,-0.03148614609571787
17,1857,63,0.36507936507936506,0.047619047619047616,0.3333333333333333,0.02564102564102564,0.2857142857142857,-0.04477611940298498
