fold_id,train_size,test_size,accuracy,f1_binary,precision_binary,recall_binary,f1_macro,cohen_kappa
0,1500,63,0.30158730158730157,0.3333333333333333,0.7333333333333333,0.21568627450980393,0.3,-0.054794520547945424
1,1521,63,0.4126984126984127,0.3018867924528302,1.0,0.17777777777777778,0.39751873869216847,0.10996563573883156
2,1542,63,0.6666666666666666,0.46153846153846156,0.75,0.3333333333333333,0.6100795755968169,0.26865671641791045
3,1563,63,0.5555555555555556,0.391304347826087,0.5625,0.3,0.5206521739130435,0.08978328173374606
4,1584,63,0.6507936507936508,0.15384615384615385,0.6666666666666666,0.08695652173913043,0.46692307692307694,0.07600000000000007
5,1605,63,0.5555555555555556,0.06666666666666667,0.1,0.05,0.3875,-0.18389261744966445
6,1626,63,0.31746031746031744,0.410958904109589,0.26785714285714285,0.8823529411764706,0.299819074696304,-0.005194805194805419
7,1647,63,0.6825396825396826,0.6666666666666666,0.5405405405405406,0.8695652173913043,0.6818181818181819,0.393647738209817
8,1668,63,0.6984126984126984,0.6415094339622641,0.8947368421052632,0.5,0.6906177306797622,0.41524181729360043
9,1689,63,0.7777777777777778,0.8,0.8,0.8,0.775,0.55
10,1710,63,0.6507936507936508,0.7027027027027027,0.7878787878787878,0.6341463414634146,0.6398128898128899,0.29141104294478537
11,1731,63,0.31746031746031744,0.2711864406779661,1.0,0.1568627450980392,0.31469769795092334,0.06618407445708385
12,1752,63,0.25396825396825395,0.14545454545454545,1.0,0.0784313725490196,0.24174135723431497,0.03140333660451411
13,1773,63,0.2857142857142857,0.21052631578947367,1.0,0.11764705882352941,0.2791762013729977,0.048338368580060576
14,1794,63,0.49206349206349204,0.6097560975609756,0.625,0.5952380952380952,0.44124168514412415,-0.11627906976744184
15,1815,63,0.3968253968253968,0.5128205128205128,0.47619047619047616,0.5555555555555556,0.3605769230769231,-0.2666666666666666
16,1836,63,0.36507936507936506,0.5238095238095238,0.3548387096774194,1.0,0.2857142857142857,0.01716068642745705
17,1857,63,0.30158730158730157,0.45,0.2903225806451613,1.0,0.24673913043478263,0.012820512820512775
18,1878,63,0.2698412698412698,0.34285714285714286,0.20689655172413793,1.0,0.26071428571428573,0.03976143141153066
19,1899,63,0.5873015873015873,0.48,0.5454545454545454,0.42857142857142855,0.5689473684210526,0.14598540145985395
20,1920,63,0.3333333333333333,0.3,0.42857142857142855,0.23076923076923078,0.3318181818181818,-0.23529411764705888
21,1941,63,0.31746031746031744,0.0,0.0,0.0,0.24096385542168675,0.0
22,1962,63,0.5079365079365079,0.20512820512820512,0.6666666666666666,0.12121212121212122,0.4244031830238727,0.05240174672489084
23,1983,63,0.5714285714285714,0.4489795918367347,0.5238095238095238,0.39285714285714285,0.549165120593692,0.10989010989010994
24,2004,63,0.6666666666666666,0.3225806451612903,0.8333333333333334,0.2,0.5507640067911714,0.19963702359346647
25,2025,63,0.6349206349206349,0.14814814814814814,0.5,0.08695652173913043,0.4579124579124579,0.0448253131179962
26,2046,63,0.38095238095238093,0.13333333333333333,0.10714285714285714,0.17647058823529413,0.3259259259259259,-0.30483271375464693
27,2067,63,0.6031746031746031,0.5614035087719298,0.5,0.64,0.5995423340961098,0.20894023103967851
28,2088,63,0.6190476190476191,0.5,0.5714285714285714,0.4444444444444444,0.5961538461538461,0.19999999999999996
29,2109,63,0.5555555555555556,0.3333333333333333,0.30434782608695654,0.3684210526315789,0.5,0.004514672686230181
30,2130,63,0.3333333333333333,0.38235294117647056,0.23636363636363636,1.0,0.3291075050709939,0.07288016818500354
31,2151,63,0.6031746031746031,0.5283018867924528,0.3684210526315789,0.9333333333333333,0.5929180666838976,0.2837653478854024
32,2172,63,0.8253968253968254,0.7755102040816326,0.8636363636363636,0.7037037037037037,0.8163265306122449,0.6350710900473935
