fold_id,train_size,test_size,accuracy,f1_binary,precision_binary,recall_binary,f1_macro,cohen_kappa
0,1500,63,0.2698412698412698,0.17857142857142858,0.10869565217391304,0.5,0.26071428571428573,-0.1111963190184051
1,1521,63,0.5396825396825397,0.40816326530612246,0.3225806451612903,0.5555555555555556,0.5157699443413729,0.0730593607305936
2,1542,63,0.7142857142857143,0.7272727272727273,0.75,0.7058823529411765,0.7136363636363636,0.4278506559031282
3,1563,63,0.5396825396825397,0.6506024096385542,0.5094339622641509,0.9,0.4880919024936957,0.10834553440702788
4,1584,63,0.42857142857142855,0.5384615384615384,0.39622641509433965,0.84,0.3942307692307692,-0.0017667844522968323
5,1605,63,0.20634920634920634,0.2857142857142857,0.25,0.3333333333333333,0.19642857142857142,-0.5671641791044777
6,1626,63,0.4444444444444444,0.18604651162790697,0.4,0.12121212121212122,0.38217988231997757,-0.076134699853587
7,1647,63,0.4126984126984127,0.27450980392156865,0.5833333333333334,0.1794871794871795,0.3905882352941177,-0.02371541501976271
8,1668,63,0.4603174603174603,0.34615384615384615,0.375,0.32142857142857145,0.44334719334719336,-0.10869565217391308
9,1689,63,0.746031746031746,0.4666666666666667,1.0,0.30434782608695654,0.65,0.3571428571428571
10,1710,63,0.6507936507936508,0.21428571428571427,0.23076923076923078,0.2,0.49489795918367346,-0.008733624454148492
11,1731,63,0.15873015873015872,0.15873015873015872,0.08620689655172414,1.0,0.15873015873015872,0.014753614635585777
12,1752,63,0.5555555555555556,0.2222222222222222,0.14814814814814814,0.4444444444444444,0.45555555555555555,0.010101010101010055
13,1773,63,0.6666666666666666,0.4878048780487805,0.3225806451612903,1.0,0.6203730272596844,0.32603158430973
14,1794,63,0.7619047619047619,0.5714285714285714,0.5263157894736842,0.625,0.7032967032967032,0.4082654978083907
15,1815,63,0.5396825396825397,0.49122807017543857,0.3684210526315789,0.7368421052631579,0.5354691075514875,0.1490451793199814
16,1836,63,0.5396825396825397,0.4528301886792453,0.4444444444444444,0.46153846153846156,0.5277849573533213,0.05581395348837215
17,1857,63,0.47619047619047616,0.05714285714285714,0.5,0.030303030303030304,0.34725274725274724,-0.0028943560057888007
18,1878,63,0.47619047619047616,0.15384615384615385,1.0,0.08333333333333333,0.38726790450928383,0.07228915662650592
19,1899,63,0.5396825396825397,0.4727272727272727,0.48148148148148145,0.4642857142857143,0.5321382842509603,0.06451612903225812
20,1920,63,0.2857142857142857,0.2857142857142857,0.1875,0.6,0.2857142857142857,-0.12099644128113884
21,1941,63,0.30158730158730157,0.35294117647058826,0.21818181818181817,0.9230769230769231,0.2971602434077079,0.028731604765241836
22,1962,63,0.47619047619047616,0.4,0.2558139534883721,0.9166666666666666,0.4676056338028169,0.14549938347718872
23,1983,63,0.3968253968253968,0.17391304347826086,0.11764705882352941,0.3333333333333333,0.34945652173913044,-0.1498559077809798
24,2004,63,0.31746031746031744,0.24561403508771928,0.14,1.0,0.3112128146453089,0.06295399515738498
25,2025,63,0.42857142857142855,0.4,0.26666666666666666,0.8,0.42727272727272725,0.06666666666666665
26,2046,63,0.7619047619047619,0.4,1.0,0.25,0.6257425742574257,0.31272727272727263
27,2067,63,0.6507936507936508,0.42105263157894735,0.6153846153846154,0.32,0.5855263157894737,0.20527522935779818
28,2088,63,0.6666666666666666,0.5333333333333333,0.6,0.48,0.6370370370370371,0.2790190735694823
29,2109,63,0.38095238095238093,0.2909090909090909,0.5714285714285714,0.1951219512195122,0.37080665813060176,-0.06042296072507547
30,2130,63,0.3492063492063492,0.16326530612244897,0.5714285714285714,0.09523809523809523,0.31539888682745826,-0.03361344537815114
31,2151,63,0.42857142857142855,0.3076923076923077,0.47058823529411764,0.22857142857142856,0.4106029106029106,-0.08724832214765099
32,2172,63,0.42857142857142855,0.55,0.3793103448275862,1.0,0.38369565217391305,0.08842443729903537
